到达小时,来源区域,图形处理器总需求
1782,区域E,114
1782,区域F,384
1783,区域A,128
1783,区域B,168
1783,区域C,12
1783,区域D,259
1783,区域E,125
1783,区域F,149
1784,区域A,11
1784,区域B,52
1784,区域C,15
1784,区域D,181
1784,区域E,128
1784,区域F,41
1785,区域A,2
1785,区域B,151
1785,区域C,50
1785,区域D,27
1785,区域E,54
1785,区域F,32
1786,区域A,77
1786,区域B,109
1786,区域C,140
1786,区域D,200
1786,区域E,82
1786,区域F,44
1787,区域A,9
1787,区域B,112
1787,区域C,2
1787,区域D,71
1787,区域E,124
1787,区域F,33
1788,区域A,146
1788,区域B,30
1788,区域C,6
1788,区域D,112
1788,区域E,201
1788,区域F,142
1789,区域A,45
1789,区域B,38
1789,区域C,37
1789,区域D,439
1789,区域E,198
1789,区域F,21
1790,区域A,39
1790,区域B,5
1790,区域C,101
1790,区域D,172
1790,区域E,21
1790,区域F,79
1791,区域A,50
1791,区域B,8
1791,区域C,34
1791,区域D,37
1791,区域E,16
1792,区域A,187
1792,区域B,71
1792,区域C,74
1792,区域D,163
1792,区域E,320
1792,区域F,124
1793,区域A,114
1793,区域B,17
1793,区域C,40
1793,区域D,169
1793,区域E,171
1793,区域F,262
1794,区域A,11
1794,区域B,47
1794,区域C,9
1794,区域D,94
1794,区域E,117
1794,区域F,232
1795,区域A,29
1795,区域B,37
1795,区域C,18
1795,区域D,290
1795,区域F,22
1796,区域A,10
1796,区域B,14
1796,区域C,34
1796,区域D,371
1796,区域F,111
1797,区域A,26
1797,区域B,139
1797,区域C,17
1797,区域D,131
1797,区域F,114
1798,区域A,72
1798,区域B,49
1798,区域C,42
1798,区域D,276
1798,区域E,273
1798,区域F,13
1799,区域A,177
1799,区域B,14
1799,区域C,30
1799,区域D,85
1799,区域E,64
1799,区域F,46
1800,区域A,124
1800,区域B,30
1800,区域C,38
1800,区域D,240
1800,区域E,180
1800,区域F,82
1801,区域A,10
1801,区域B,50
1801,区域C,50
1801,区域D,192
1801,区域E,135
1801,区域F,176
1802,区域A,23
1802,区域B,67
1802,区域C,27
1802,区域D,129
1802,区域E,134
1802,区域F,268
1803,区域B,163
1803,区域C,28
1803,区域D,92
1803,区域E,150
1803,区域F,389
1804,区域A,43
1804,区域B,37
1804,区域C,2
1804,区域D,62
1804,区域E,86
1804,区域F,79
1805,区域A,213
1805,区域B,25
1805,区域D,5
1805,区域E,178
1805,区域F,133
1806,区域A,35
1806,区域B,40
1806,区域C,26
1806,区域D,130
1806,区域E,23
1806,区域F,149
1807,区域A,113
1807,区域B,5
1807,区域C,15
1807,区域D,467
1807,区域E,166
1807,区域F,117
1808,区域A,140
1808,区域B,39
1808,区域C,2
1808,区域D,102
1808,区域E,12
1808,区域F,298
1809,区域A,91
1809,区域B,3
1809,区域C,38
1809,区域D,199
1809,区域E,124
1810,区域A,102
1810,区域B,3
1810,区域D,114
1810,区域E,150
1810,区域F,270
1811,区域A,106
1811,区域B,4
1811,区域C,31
1811,区域D,431
1811,区域E,73
1811,区域F,321
1812,区域A,38
1812,区域B,65
1812,区域C,32
1812,区域D,228
1812,区域E,117
1812,区域F,140
1813,区域A,177
1813,区域B,130
1813,区域C,56
1813,区域D,462
1813,区域E,343
1813,区域F,102
1814,区域A,43
1814,区域B,10
1814,区域C,57
1814,区域D,149
1814,区域E,264
1814,区域F,72
1815,区域A,16
1815,区域B,45
1815,区域C,7
1815,区域D,28
1815,区域E,48
1816,区域A,19
1816,区域B,4
1816,区域C,27
1816,区域D,404
1816,区域E,23
1816,区域F,128
1817,区域A,58
1817,区域B,84
1817,区域C,22
1817,区域D,145
1817,区域E,96
1817,区域F,364
1818,区域A,118
1818,区域B,134
1818,区域D,92
1818,区域E,100
1818,区域F,198
1819,区域A,15
1819,区域B,210
1819,区域C,14
1819,区域D,279
1819,区域E,61
1819,区域F,225
1820,区域A,18
1820,区域B,14
1820,区域C,16
1820,区域D,340
1820,区域E,349
1820,区域F,23
1821,区域A,105
1821,区域B,49
1821,区域C,205
1821,区域D,336
1821,区域E,330
1821,区域F,147
1822,区域A,58
1822,区域B,21
1822,区域C,29
1822,区域D,146
1822,区域E,25
1822,区域F,600
1823,区域A,120
1823,区域B,72
1823,区域C,25
1823,区域D,457
1823,区域E,333
1823,区域F,31
1824,区域A,91
1824,区域B,39
1824,区域C,195
1824,区域D,140
1824,区域E,17
1824,区域F,162
1825,区域A,27
1825,区域B,46
1825,区域C,15
1825,区域D,25
1825,区域E,192
1825,区域F,38
1826,区域A,51
1826,区域B,30
1826,区域C,17
1826,区域D,128
1826,区域F,71
1827,区域A,41
1827,区域B,149
1827,区域C,17
1827,区域E,181
1827,区域F,144
1828,区域A,17
1828,区域B,2
1828,区域C,26
1828,区域D,147
1828,区域E,144
1828,区域F,88
1829,区域A,32
1829,区域B,25
1829,区域C,139
1829,区域D,334
1829,区域E,18
1829,区域F,224
1830,区域A,12
1830,区域B,16
1830,区域C,23
1830,区域D,153
1830,区域E,7
1830,区域F,142
1831,区域A,132
1831,区域B,19
1831,区域C,14
1831,区域D,49
1831,区域E,181
1831,区域F,168
1832,区域A,355
1832,区域B,17
1832,区域C,5
1832,区域D,451
1832,区域E,19
1832,区域F,146
1833,区域A,42
1833,区域B,83
1833,区域C,18
1833,区域D,171
1833,区域E,140
1833,区域F,243
1834,区域A,193
1834,区域B,24
1834,区域C,46
1834,区域D,185
1834,区域E,318
1834,区域F,32
1835,区域A,61
1835,区域B,58
1835,区域C,28
1835,区域D,75
1835,区域E,160
1835,区域F,72
1836,区域A,8
1836,区域B,145
1836,区域C,76
1836,区域D,136
1836,区域E,18
1836,区域F,6
1837,区域A,47
1837,区域B,15
1837,区域D,11
1837,区域E,93
1837,区域F,392
1838,区域A,43
1838,区域B,41
1838,区域C,185
1838,区域D,348
1838,区域E,98
1838,区域F,539
1839,区域A,30
1839,区域B,24
1839,区域C,5
1839,区域D,48
1839,区域E,19
1839,区域F,115
1840,区域A,28
1840,区域B,22
1840,区域C,38
1840,区域D,31
1840,区域E,98
1840,区域F,106
1841,区域A,59
1841,区域B,6
1841,区域C,35
1841,区域D,334
1841,区域E,143
1841,区域F,66
1842,区域A,103
1842,区域B,17
1842,区域C,129
1842,区域D,107
1842,区域E,190
1842,区域F,110
1843,区域A,23
1843,区域B,27
1843,区域C,6
1843,区域D,156
1843,区域E,24
1843,区域F,33
1844,区域A,25
1844,区域B,7
1844,区域C,27
1844,区域D,263
1844,区域E,184
1844,区域F,43
1845,区域A,27
1845,区域B,28
1845,区域C,28
1845,区域D,593
1845,区域E,175
1845,区域F,160
1846,区域A,31
1846,区域B,21
1846,区域C,45
1846,区域D,265
1846,区域F,142
1847,区域A,118
1847,区域B,12
1847,区域C,16
1847,区域D,140
1847,区域E,275
1847,区域F,43
1848,区域A,141
1848,区域B,2
1848,区域C,20
1848,区域E,224
1848,区域F,171
1849,区域A,51
1849,区域B,106
1849,区域C,5
1849,区域D,462
1849,区域E,195
1849,区域F,70
1850,区域A,115
1850,区域B,126
1850,区域C,27
1850,区域D,43
1850,区域E,56
1850,区域F,90
1851,区域A,62
1851,区域B,11
1851,区域C,87
1851,区域D,357
1851,区域E,55
1851,区域F,301
1852,区域A,7
1852,区域B,51
1852,区域C,126
1852,区域D,129
1852,区域E,152
1852,区域F,286
1853,区域A,65
1853,区域B,8
1853,区域C,20
1853,区域D,277
1853,区域E,130
1853,区域F,91
1854,区域A,30
1854,区域B,14
1854,区域C,186
1854,区域D,179
1854,区域F,52
1855,区域A,28
1855,区域B,31
1855,区域C,137
1855,区域D,83
1855,区域E,21
1855,区域F,179
1856,区域A,181
1856,区域B,42
1856,区域C,13
1856,区域D,16
1856,区域E,15
1856,区域F,298
1857,区域A,10
1857,区域B,15
1857,区域C,54
1857,区域D,125
1857,区域E,62
1857,区域F,289
1858,区域A,76
1858,区域B,12
1858,区域C,34
1858,区域D,194
1858,区域E,121
1858,区域F,86
1859,区域A,38
1859,区域B,20
1859,区域C,119
1859,区域D,203
1859,区域E,48
1859,区域F,305
1860,区域A,22
1860,区域B,146
1860,区域C,3
1860,区域D,170
1860,区域E,4
1860,区域F,121
1861,区域A,20
1861,区域B,18
1861,区域C,28
1861,区域D,261
1861,区域E,71
1861,区域F,128
1862,区域A,13
1862,区域B,17
1862,区域C,21
1862,区域D,138
1862,区域E,116
1862,区域F,7
1863,区域A,24
1863,区域B,12
1863,区域C,40
1863,区域D,117
1863,区域E,204
1863,区域F,121
1864,区域A,3
1864,区域B,51
1864,区域C,28
1864,区域D,145
1864,区域E,79
1864,区域F,26
1865,区域A,7
1865,区域B,34
1865,区域C,10
1865,区域D,161
1865,区域E,48
1865,区域F,310
1866,区域A,71
1866,区域B,18
1866,区域C,9
1866,区域D,407
1866,区域E,136
1866,区域F,131
1867,区域A,113
1867,区域B,38
1867,区域C,7
1867,区域D,165
1867,区域E,248
1867,区域F,20
1868,区域A,148
1868,区域B,73
1868,区域C,8
1868,区域D,64
1868,区域E,357
1868,区域F,249
1869,区域A,100
1869,区域B,6
1869,区域C,34
1869,区域D,213
1869,区域E,184
1869,区域F,265
1870,区域A,43
1870,区域B,119
1870,区域C,6
1870,区域D,114
1870,区域E,286
1870,区域F,180
1871,区域A,12
1871,区域B,30
1871,区域C,1
1871,区域D,24
1871,区域E,245
1871,区域F,76
1872,区域A,66
1872,区域C,37
1872,区域D,40
1872,区域E,20
1872,区域F,25
1873,区域A,39
1873,区域B,7
1873,区域C,95
1873,区域D,73
1873,区域E,119
1873,区域F,406
1874,区域A,149
1874,区域B,63
1874,区域C,25
1874,区域D,243
1874,区域E,151
1874,区域F,289
1875,区域A,10
1875,区域B,14
1875,区域C,53
1875,区域D,355
1875,区域E,111
1875,区域F,116
1876,区域A,5
1876,区域B,153
1876,区域C,44
1876,区域D,279
1876,区域E,245
1876,区域F,81
1877,区域A,15
1877,区域B,39
1877,区域C,89
1877,区域D,95
1877,区域E,321
1877,区域F,133
1878,区域A,25
1878,区域B,9
1878,区域C,34
1878,区域D,152
1878,区域E,153
1878,区域F,62
1879,区域A,47
1879,区域B,99
1879,区域C,80
1879,区域D,167
1879,区域E,74
1879,区域F,171
1880,区域A,80
1880,区域B,229
1880,区域C,23
1880,区域D,219
1880,区域E,40
1880,区域F,84
1881,区域A,18
1881,区域B,16
1881,区域C,4
1881,区域D,21
1881,区域E,151
1882,区域A,58
1882,区域C,58
1882,区域D,217
1882,区域E,195
1882,区域F,369
1883,区域A,209
1883,区域B,6
1883,区域D,227
1883,区域E,6
1883,区域F,258
1884,区域A,125
1884,区域B,24
1884,区域C,3
1884,区域D,108
1884,区域E,290
1884,区域F,136
1885,区域A,24
1885,区域B,22
1885,区域C,13
1885,区域D,265
1885,区域E,92
1885,区域F,34
1886,区域A,17
1886,区域B,44
1886,区域C,69
1886,区域D,212
1886,区域E,60
1886,区域F,91
1887,区域A,53
1887,区域B,16
1887,区域C,7
1887,区域D,190
1887,区域E,157
1888,区域A,133
1888,区域B,29
1888,区域C,33
1888,区域D,373
1888,区域E,130
1888,区域F,103
1889,区域A,26
1889,区域B,92
1889,区域C,8
1889,区域D,302
1889,区域E,172
1889,区域F,47
1890,区域A,14
1890,区域B,11
1890,区域C,69
1890,区域D,79
1890,区域E,18
1890,区域F,184
1891,区域A,80
1891,区域B,39
1891,区域C,6
1891,区域D,10
1891,区域E,331
1891,区域F,82
1892,区域A,171
1892,区域B,26
1892,区域C,12
1892,区域D,146
1892,区域E,49
1892,区域F,158
1893,区域A,6
1893,区域B,15
1893,区域C,3
1893,区域D,113
1893,区域E,132
1893,区域F,184
1894,区域A,30
1894,区域B,42
1894,区域C,30
1894,区域D,110
1894,区域E,44
1894,区域F,44
1895,区域A,30
1895,区域B,28
1895,区域C,133
1895,区域D,13
1895,区域E,55
1895,区域F,41
1896,区域A,16
1896,区域B,138
1896,区域C,12
1896,区域D,302
1896,区域E,336
1896,区域F,63
1897,区域A,15
1897,区域B,168
1897,区域C,15
1897,区域D,73
1897,区域E,149
1897,区域F,151
1898,区域B,15
1898,区域C,42
1898,区域D,158
1898,区域E,89
1898,区域F,44
1899,区域A,36
1899,区域B,14
1899,区域C,1
1899,区域D,23
1899,区域E,183
1899,区域F,132
1900,区域A,28
1900,区域B,68
1900,区域C,19
1900,区域D,468
1900,区域E,23
1900,区域F,97
1901,区域A,23
1901,区域B,64
1901,区域C,40
1901,区域D,142
1901,区域E,169
1901,区域F,68
1902,区域A,19
1902,区域B,22
1902,区域C,110
1902,区域D,70
1902,区域F,132
1903,区域A,131
1903,区域B,28
1903,区域C,94
1903,区域D,4
1903,区域E,166
1903,区域F,139
1904,区域A,26
1904,区域B,40
1904,区域C,47
1904,区域D,159
1904,区域E,7
1904,区域F,99
1905,区域A,22
1905,区域B,7
1905,区域C,34
1905,区域D,240
1905,区域E,38
1905,区域F,137
1906,区域A,17
1906,区域B,9
1906,区域C,44
1906,区域D,141
1906,区域E,11
1906,区域F,115
1907,区域A,12
1907,区域B,35
1907,区域C,49
1907,区域D,54
1907,区域E,139
1907,区域F,30
1908,区域A,46
1908,区域B,111
1908,区域C,87
1908,区域D,16
1908,区域E,196
1908,区域F,140
1909,区域A,252
1909,区域B,113
1909,区域C,12
1909,区域D,255
1909,区域E,229
1909,区域F,30
1910,区域A,77
1910,区域B,25
1910,区域C,68
1910,区域D,157
1910,区域E,29
1910,区域F,45
1911,区域A,30
1911,区域B,2
1911,区域C,162
1911,区域D,99
1911,区域E,180
1911,区域F,222
1912,区域A,98
1912,区域B,60
1912,区域C,108
1912,区域D,198
1912,区域E,126
1912,区域F,45
1913,区域A,5
1913,区域B,61
1913,区域C,122
1913,区域D,7
1913,区域E,9
1913,区域F,165
1914,区域A,11
1914,区域B,156
1914,区域C,136
1914,区域D,295
1914,区域E,62
1914,区域F,117
1915,区域A,42
1915,区域B,3
1915,区域C,44
1915,区域D,29
1915,区域E,245
1915,区域F,100
1916,区域A,28
1916,区域B,96
1916,区域C,12
1916,区域D,7
1916,区域E,20
1916,区域F,23
1917,区域A,71
1917,区域B,154
1917,区域C,14
1917,区域D,174
1917,区域E,237
1917,区域F,161
1918,区域A,68
1918,区域B,36
1918,区域C,41
1918,区域D,212
1918,区域E,191
1918,区域F,253
1919,区域A,16
1919,区域B,19
1919,区域C,20
1919,区域D,202
1919,区域E,356
1919,区域F,128
1920,区域A,47
1920,区域B,14
1920,区域C,39
1920,区域D,233
1920,区域E,97
1921,区域A,158
1921,区域B,15
1921,区域C,18
1921,区域D,211
1921,区域E,197
1921,区域F,186
1922,区域A,12
1922,区域B,139
1922,区域C,113
1922,区域D,314
1922,区域E,124
1923,区域A,99
1923,区域B,19
1923,区域C,82
1923,区域D,13
1923,区域E,303
1923,区域F,176
1924,区域A,46
1924,区域B,74
1924,区域C,57
1924,区域D,327
1924,区域E,144
1924,区域F,245
1925,区域A,267
1925,区域B,70
1925,区域C,5
1925,区域D,121
1925,区域E,164
1925,区域F,13
1926,区域A,22
1926,区域B,20
1926,区域C,234
1926,区域D,366
1926,区域E,17
1926,区域F,274
1927,区域A,11
1927,区域B,32
1927,区域D,401
1927,区域E,80
1927,区域F,88
1928,区域A,29
1928,区域B,141
1928,区域C,143
1928,区域D,178
1928,区域E,27
1928,区域F,67
1929,区域A,30
1929,区域B,9
1929,区域C,121
1929,区域D,61
1929,区域E,179
1929,区域F,291
1930,区域A,56
1930,区域B,33
1930,区域C,99
1930,区域D,102
1930,区域E,12
1930,区域F,97
1931,区域A,51
1931,区域B,12
1931,区域C,13
1931,区域D,270
1931,区域E,125
1931,区域F,98
1932,区域A,25
1932,区域B,17
1932,区域C,19
1932,区域D,297
1932,区域E,126
1933,区域A,31
1933,区域B,32
1933,区域C,37
1933,区域D,449
1934,区域A,107
1934,区域B,30
1934,区域C,58
1934,区域D,128
1934,区域E,386
1934,区域F,342
1935,区域A,56
1935,区域B,13
1935,区域C,9
1935,区域D,196
1935,区域E,232
1935,区域F,251
1936,区域A,8
1936,区域C,5
1936,区域D,186
1936,区域F,129
1937,区域A,20
1937,区域B,23
1937,区域C,119
1937,区域D,268
1937,区域E,170
1937,区域F,94
1938,区域A,11
1938,区域B,35
1938,区域C,6
1938,区域D,73
1938,区域E,81
1938,区域F,86
1939,区域A,132
1939,区域B,146
1939,区域C,129
1939,区域D,435
1939,区域E,263
1939,区域F,181
1940,区域A,65
1940,区域B,102
1940,区域C,19
1940,区域D,98
1940,区域E,57
1940,区域F,31
1941,区域A,24
1941,区域B,143
1941,区域C,183
1941,区域D,60
1941,区域E,89
1941,区域F,117
1942,区域A,13
1942,区域B,40
1942,区域C,39
1942,区域D,381
1942,区域E,153
1942,区域F,14
1943,区域A,23
1943,区域B,18
1943,区域C,45
1943,区域D,166
1943,区域E,229
1943,区域F,93
1944,区域A,20
1944,区域B,42
1944,区域C,16
1944,区域D,322
1944,区域E,461
1945,区域A,31
1945,区域B,17
1945,区域C,158
1945,区域D,78
1945,区域E,326
1945,区域F,48
1946,区域A,26
1946,区域B,73
1946,区域C,144
1946,区域D,82
1946,区域E,30
1946,区域F,236
1947,区域A,33
1947,区域B,2
1947,区域D,59
1947,区域E,46
1947,区域F,4
1948,区域A,5
1948,区域B,33
1948,区域C,47
1948,区域D,344
1948,区域E,377
1948,区域F,329
1949,区域A,79
1949,区域B,24
1949,区域C,14
1949,区域D,97
1949,区域E,97
1949,区域F,143
1950,区域A,32
1950,区域B,53
1950,区域C,35
1950,区域D,227
1950,区域E,10
1950,区域F,80
1951,区域A,104
1951,区域B,20
1951,区域C,39
1951,区域D,172
1951,区域E,130
1951,区域F,217
1952,区域A,14
1952,区域B,60
1952,区域C,26
1952,区域D,251
1952,区域E,416
1952,区域F,75
1953,区域A,96
1953,区域B,72
1953,区域C,4
1953,区域D,246
1953,区域E,108
1954,区域A,120
1954,区域B,15
1954,区域C,22
1954,区域D,242
1954,区域E,86
1954,区域F,116
1955,区域A,10
1955,区域C,38
1955,区域D,235
1955,区域E,148
1955,区域F,202
1956,区域A,10
1956,区域B,3
1956,区域C,50
1956,区域D,381
1956,区域E,27
1956,区域F,46
1957,区域A,32
1957,区域B,80
1957,区域D,44
1957,区域E,87
1957,区域F,131
1958,区域A,76
1958,区域B,160
1958,区域C,39
1958,区域D,2
1958,区域E,9
1958,区域F,54
1959,区域A,35
1959,区域B,23
1959,区域C,76
1959,区域D,231
1959,区域E,519
1959,区域F,36
1960,区域B,150
1960,区域C,31
1960,区域D,283
1960,区域E,99
1960,区域F,123
1961,区域A,156
1961,区域B,106
1961,区域C,43
1961,区域D,392
1961,区域E,258
1961,区域F,8
1962,区域A,4
1962,区域C,23
1962,区域D,496
1962,区域E,136
1962,区域F,284
1963,区域A,24
1963,区域B,14
1963,区域C,7
1963,区域D,210
1963,区域E,6
1963,区域F,23
1964,区域A,46
1964,区域B,31
1964,区域D,162
1964,区域E,361
1964,区域F,151
1965,区域A,22
1965,区域B,2
1965,区域C,90
1965,区域D,117
1965,区域E,210
1965,区域F,106
1966,区域A,44
1966,区域B,135
1966,区域C,97
1966,区域D,153
1966,区域E,251
1966,区域F,73
1967,区域A,31
1967,区域B,67
1967,区域C,23
1967,区域D,434
1967,区域E,39
1967,区域F,14
1968,区域B,22
1968,区域C,47
1968,区域D,274
1968,区域E,266
1968,区域F,177
1969,区域A,244
1969,区域B,122
1969,区域C,3
1969,区域D,250
1969,区域E,153
1969,区域F,60
1970,区域A,35
1970,区域B,34
1970,区域C,23
1970,区域D,126
1970,区域E,168
1970,区域F,22
1971,区域A,18
1971,区域B,39
1971,区域C,116
1971,区域D,168
1971,区域F,26
1972,区域A,31
1972,区域B,9
1972,区域D,146
1972,区域E,56
1972,区域F,198
1973,区域A,16
1973,区域B,10
1973,区域C,13
1973,区域D,14
1973,区域E,86
1973,区域F,56
1974,区域A,6
1974,区域B,5
1974,区域C,120
1974,区域D,403
1974,区域E,95
1974,区域F,286
1975,区域A,44
1975,区域B,44
1975,区域C,21
1975,区域D,399
1975,区域E,187
1975,区域F,86
1976,区域A,156
1976,区域B,6
1976,区域C,39
1976,区域D,270
1976,区域E,60
1976,区域F,29
1977,区域A,51
1977,区域B,33
1977,区域C,35
1977,区域D,124
1977,区域E,214
1978,区域A,25
1978,区域B,5
1978,区域C,105
1978,区域D,302
1978,区域E,272
1978,区域F,133
1979,区域A,72
1979,区域B,147
1979,区域C,19
1979,区域D,153
1979,区域E,190
1979,区域F,207
1980,区域A,97
1980,区域B,13
1980,区域C,119
1980,区域D,225
1980,区域E,115
1980,区域F,101
1981,区域A,75
1981,区域B,86
1981,区域C,15
1981,区域D,260
1981,区域E,102
1981,区域F,296
1982,区域A,57
1982,区域B,98
1982,区域C,105
1982,区域D,154
1982,区域E,150
1983,区域A,92
1983,区域B,55
1983,区域C,129
1983,区域D,337
1983,区域E,95
1983,区域F,110
1984,区域A,24
1984,区域B,16
1984,区域C,17
1984,区域D,373
1984,区域E,209
1984,区域F,171
1985,区域A,69
1985,区域C,22
1985,区域D,177
1985,区域E,78
1985,区域F,85
1986,区域A,57
1986,区域B,124
1986,区域C,14
1986,区域D,160
1986,区域E,88
1986,区域F,9
1987,区域A,5
1987,区域B,20
1987,区域C,36
1987,区域D,480
1987,区域E,76
1987,区域F,112
1988,区域A,56
1988,区域B,18
1988,区域C,102
1988,区域D,196
1988,区域E,48
1988,区域F,69
1989,区域A,135
1989,区域B,28
1989,区域C,21
1989,区域D,398
1989,区域E,63
1989,区域F,13
1990,区域A,38
1990,区域B,118
1990,区域C,43
1990,区域D,248
1990,区域E,63
1990,区域F,4
1991,区域A,154
1991,区域B,38
1991,区域C,27
1991,区域D,421
1991,区域E,105
1991,区域F,149
1992,区域B,74
1992,区域C,26
1992,区域D,192
1992,区域E,113
1992,区域F,145
1993,区域A,66
1993,区域B,27
1993,区域C,18
1993,区域D,109
1993,区域E,103
1993,区域F,223
1994,区域A,123
1994,区域B,150
1994,区域C,45
1994,区域D,115
1994,区域E,169
1994,区域F,75
1995,区域A,21
1995,区域B,25
1995,区域C,43
1995,区域D,34
1995,区域E,172
1995,区域F,62
1996,区域A,17
1996,区域B,96
1996,区域C,28
1996,区域D,53
1996,区域E,74
1996,区域F,68
1997,区域A,23
1997,区域B,11
1997,区域C,7
1997,区域D,161
1997,区域E,116
1998,区域A,18
1998,区域B,23
1998,区域C,144
1998,区域D,147
1998,区域E,180
1998,区域F,52
1999,区域A,18
1999,区域B,6
1999,区域C,54
1999,区域D,324
1999,区域E,178
1999,区域F,69
2000,区域A,41
2000,区域B,3
2000,区域C,86
2000,区域D,116
2000,区域E,126
2000,区域F,63
2001,区域A,54
2001,区域B,38
2001,区域C,53
2001,区域D,73
2001,区域E,266
2001,区域F,201
2002,区域A,37
2002,区域B,5
2002,区域C,46
2002,区域D,82
2002,区域E,203
2002,区域F,67
2003,区域A,177
2003,区域B,49
2003,区域C,1
2003,区域D,106
2003,区域E,121
2003,区域F,217
2004,区域A,22
2004,区域B,126
2004,区域C,7
2004,区域D,160
2004,区域E,92
2004,区域F,225
2005,区域A,202
2005,区域B,39
2005,区域D,155
2005,区域F,100
2006,区域A,19
2006,区域B,36
2006,区域C,8
2006,区域D,179
2006,区域E,321
2006,区域F,95
2007,区域A,38
2007,区域B,14
2007,区域C,104
2007,区域D,298
2007,区域E,367
2007,区域F,138
2008,区域A,3
2008,区域B,149
2008,区域C,1
2008,区域D,225
2008,区域E,213
2008,区域F,119
2009,区域A,163
2009,区域B,20
2009,区域C,42
2009,区域D,278
2009,区域E,274
2009,区域F,70
2010,区域A,202
2010,区域B,19
2010,区域C,35
2010,区域D,246
2010,区域E,419
2010,区域F,224
2011,区域A,84
2011,区域B,92
2011,区域C,35
2011,区域D,320
2011,区域E,126
2011,区域F,159
2012,区域A,64
2012,区域B,21
2012,区域C,114
2012,区域D,233
2012,区域E,248
2012,区域F,51
2013,区域A,23
2013,区域B,240
2013,区域C,157
2013,区域D,281
2013,区域E,346
2013,区域F,158
2014,区域A,24
2014,区域B,79
2014,区域C,5
2014,区域D,71
2014,区域E,92
2014,区域F,501
2015,区域A,127
2015,区域B,85
2015,区域C,128
2015,区域D,272
2015,区域E,177
2015,区域F,140
2016,区域A,72
2016,区域B,10
2016,区域C,33
2016,区域D,146
2016,区域E,89
2016,区域F,201
2017,区域A,52
2017,区域B,26
2017,区域C,60
2017,区域D,433
2017,区域E,4
2017,区域F,48
2018,区域A,21
2018,区域B,13
2018,区域D,420
2018,区域E,286
2018,区域F,185
2019,区域B,221
2019,区域C,13
2019,区域D,441
2019,区域E,78
2019,区域F,265
2020,区域A,28
2020,区域B,19
2020,区域C,19
2020,区域D,254
2020,区域E,234
2020,区域F,7
2021,区域A,4
2021,区域B,206
2021,区域C,53
2021,区域D,432
2021,区域E,210
2021,区域F,126
2022,区域A,36
2022,区域B,10
2022,区域C,11
2022,区域D,63
2022,区域E,65
2022,区域F,123
2023,区域A,260
2023,区域B,8
2023,区域C,123
2023,区域D,125
2023,区域E,42
2023,区域F,163
2024,区域A,122
2024,区域B,42
2024,区域C,120
2024,区域D,252
2024,区域E,115
2024,区域F,177
2025,区域A,21
2025,区域B,76
2025,区域C,22
2025,区域D,324
2025,区域E,55
2026,区域A,39
2026,区域B,13
2026,区域C,34
2026,区域D,126
2026,区域E,122
2026,区域F,291
2027,区域A,102
2027,区域B,40
2027,区域D,295
2027,区域E,188
2027,区域F,58
2028,区域A,18
2028,区域B,44
2028,区域C,42
2028,区域D,435
2028,区域E,254
2028,区域F,87
2029,区域A,23
2029,区域B,82
2029,区域C,43
2029,区域D,248
2029,区域E,261
2029,区域F,114
2030,区域A,18
2030,区域B,15
2030,区域C,54
2030,区域D,74
2030,区域E,101
2030,区域F,94
2031,区域A,25
2031,区域B,113
2031,区域C,23
2031,区域D,168
2031,区域E,126
2031,区域F,111
2032,区域A,27
2032,区域B,34
2032,区域C,38
2032,区域D,47
2032,区域E,59
2032,区域F,152
2033,区域A,22
2033,区域B,27
2033,区域C,44
2033,区域D,143
2033,区域E,148
2033,区域F,138
2034,区域A,116
2034,区域B,22
2034,区域C,17
2034,区域D,173
2034,区域E,141
2034,区域F,9
2035,区域A,15
2035,区域B,54
2035,区域C,70
2035,区域D,133
2035,区域E,146
2035,区域F,214
2036,区域A,8
2036,区域B,133
2036,区域C,30
2036,区域D,75
2037,区域A,64
2037,区域B,9
2037,区域C,122
2037,区域D,220
2037,区域E,180
2037,区域F,186
2038,区域A,137
2038,区域B,15
2038,区域C,81
2038,区域D,257
2038,区域E,148
2038,区域F,200
2039,区域A,70
2039,区域B,120
2039,区域C,98
2039,区域D,277
2039,区域E,116
2039,区域F,109
2040,区域A,13
2040,区域B,5
2040,区域C,94
2040,区域D,178
2040,区域E,348
2040,区域F,184
2041,区域A,148
2041,区域B,5
2041,区域C,117
2041,区域D,26
2041,区域F,83
2042,区域C,44
2042,区域D,141
2042,区域E,5
2042,区域F,51
2043,区域A,46
2043,区域B,37
2043,区域C,45
2043,区域D,304
2043,区域F,17
2044,区域A,63
2044,区域B,8
2044,区域C,23
2044,区域D,61
2044,区域E,194
2044,区域F,66
2045,区域A,56
2045,区域B,129
2045,区域C,38
2045,区域D,227
2045,区域E,192
2045,区域F,26
2046,区域A,61
2046,区域B,290
2046,区域C,28
2046,区域D,235
2046,区域E,64
2046,区域F,309
2047,区域A,26
2047,区域B,131
2047,区域C,27
2047,区域D,175
2047,区域E,52
2047,区域F,16
2048,区域A,59
2048,区域B,226
2048,区域C,16
2048,区域D,150
2048,区域E,22
2048,区域F,258
2049,区域A,45
2049,区域B,27
2049,区域C,36
2049,区域D,278
2049,区域E,240
2049,区域F,112
2050,区域A,123
2050,区域B,29
2050,区域C,29
2050,区域D,157
2050,区域E,7
2050,区域F,26
2051,区域A,13
2051,区域B,110
