任务编号,任务类型,到达小时,图形处理器需求量,连续执行时长,延时敏感性,来源区域,最大网络时延,最晚完成小时,最早开工小时,执行模式,连续执行时长_小时
34666,批量推理任务,160,9,160,中,区域F,80,2406,160,不可抢占,2.6666666666666665
34667,批量推理任务,1555,6,354,中,区域A,80,2406,1555,不可抢占,5.9
34668,人工智能训练任务,2202,51,59,低,区域D,150,2406,2202,不可抢占,0.9833333333333333
34669,人工智能训练任务,1666,36,55,低,区域D,150,2406,1666,不可抢占,0.9166666666666666
34670,批量推理任务,1116,21,354,中,区域D,80,2406,1116,不可抢占,5.9
34671,批量推理任务,263,20,248,中,区域D,80,2406,263,不可抢占,4.133333333333334
34672,实时推理任务,2235,6,135,高,区域C,20,2238,2235,不可抢占,2.25
34673,批量推理任务,335,13,262,中,区域A,80,2406,335,不可抢占,4.366666666666666
34674,实时推理任务,433,3,265,高,区域A,20,438,433,不可抢占,4.416666666666667
34675,批量推理任务,1076,6,61,中,区域B,80,2406,1076,不可抢占,1.0166666666666666
34676,人工智能训练任务,681,56,144,低,区域D,150,2406,681,不可抢占,2.4
34677,批量推理任务,717,4,373,中,区域D,80,2406,717,不可抢占,6.216666666666667
34678,批量推理任务,1369,18,66,中,区域E,80,2406,1369,不可抢占,1.1
34679,批量推理任务,936,14,332,中,区域F,80,2406,936,不可抢占,5.533333333333333
34680,实时推理任务,419,6,32,高,区域A,20,420,419,不可抢占,0.5333333333333333
34681,人工智能训练任务,190,66,350,低,区域D,150,2406,190,不可抢占,5.833333333333333
34682,人工智能训练任务,2024,20,265,低,区域D,150,2406,2024,不可抢占,4.416666666666667
34683,实时推理任务,1382,4,119,高,区域B,20,1384,1382,不可抢占,1.9833333333333334
34684,人工智能训练任务,1234,17,275,低,区域E,150,2406,1234,不可抢占,4.583333333333333
34685,实时推理任务,918,4,391,高,区域C,20,925,918,不可抢占,6.516666666666667
34686,实时推理任务,537,1,135,高,区域A,20,540,537,不可抢占,2.25
34687,实时推理任务,1947,6,262,高,区域A,20,1952,1947,不可抢占,4.366666666666666
34688,实时推理任务,1985,5,35,高,区域A,20,1986,1985,不可抢占,0.5833333333333334
34689,人工智能训练任务,1525,35,329,低,区域D,150,2406,1525,不可抢占,5.483333333333333
34690,实时推理任务,469,3,27,高,区域B,20,470,469,不可抢占,0.45
34691,人工智能训练任务,1408,37,88,低,区域F,150,2406,1408,不可抢占,1.4666666666666666
34692,实时推理任务,1995,1,334,高,区域D,20,2001,1995,不可抢占,5.566666666666666
34693,人工智能训练任务,602,42,111,低,区域B,150,2406,602,不可抢占,1.85
34694,实时推理任务,282,4,111,高,区域A,20,284,282,不可抢占,1.85
34695,实时推理任务,1091,2,257,高,区域B,20,1096,1091,不可抢占,4.283333333333333
34696,实时推理任务,1176,4,92,高,区域B,20,1178,1176,不可抢占,1.5333333333333334
34697,实时推理任务,1581,7,201,高,区域C,20,1585,1581,不可抢占,3.35
34698,批量推理任务,957,21,20,中,区域E,80,2406,957,不可抢占,0.3333333333333333
34699,人工智能训练任务,649,50,75,低,区域F,150,2406,649,不可抢占,1.25
34700,批量推理任务,1892,4,86,中,区域A,80,2406,1892,不可抢占,1.4333333333333333
34701,批量推理任务,1496,4,230,中,区域B,80,2406,1496,不可抢占,3.8333333333333335
34702,人工智能训练任务,1798,60,95,低,区域D,150,2406,1798,不可抢占,1.5833333333333333
34703,实时推理任务,1905,7,309,高,区域B,20,1911,1905,不可抢占,5.15
34704,批量推理任务,1909,11,139,中,区域D,80,2406,1909,不可抢占,2.316666666666667
34705,实时推理任务,2342,1,26,高,区域D,20,2343,2342,不可抢占,0.43333333333333335
34706,人工智能训练任务,1126,65,377,低,区域B,150,2406,1126,不可抢占,6.283333333333333
34707,批量推理任务,108,12,355,中,区域B,80,2406,108,不可抢占,5.916666666666667
34708,批量推理任务,772,16,171,中,区域B,80,2406,772,不可抢占,2.85
34709,人工智能训练任务,1233,70,11,低,区域E,150,2406,1233,不可抢占,0.18333333333333332
34710,批量推理任务,1357,15,351,中,区域D,80,2406,1357,不可抢占,5.85
34711,人工智能训练任务,1803,117,381,低,区域F,150,2406,1803,不可抢占,6.35
34712,批量推理任务,249,11,46,中,区域F,80,2406,249,不可抢占,0.7666666666666667
34713,人工智能训练任务,1560,36,342,低,区域C,150,2406,1560,不可抢占,5.7
34714,人工智能训练任务,951,70,217,低,区域D,150,2406,951,不可抢占,3.6166666666666667
34715,批量推理任务,2187,16,72,中,区域C,80,2406,2187,不可抢占,1.2
34716,批量推理任务,2064,17,223,中,区域D,80,2406,2064,不可抢占,3.716666666666667
34717,批量推理任务,384,15,244,中,区域D,80,2406,384,不可抢占,4.066666666666666
34718,批量推理任务,1189,10,365,中,区域F,80,2406,1189,不可抢占,6.083333333333333
34719,批量推理任务,648,9,259,中,区域A,80,2406,648,不可抢占,4.316666666666666
34720,人工智能训练任务,515,46,85,低,区域D,150,2406,515,不可抢占,1.4166666666666667
34721,人工智能训练任务,382,126,397,低,区域D,150,2406,382,不可抢占,6.616666666666666
34722,批量推理任务,1967,14,373,中,区域C,80,2406,1967,不可抢占,6.216666666666667
34723,实时推理任务,1595,4,33,高,区域B,20,1596,1595,不可抢占,0.55
34724,实时推理任务,1333,2,338,高,区域C,20,1339,1333,不可抢占,5.633333333333334
34725,实时推理任务,8,1,54,高,区域E,20,9,8,不可抢占,0.9
34726,人工智能训练任务,263,92,377,低,区域C,150,2406,263,不可抢占,6.283333333333333
34727,实时推理任务,52,1,43,高,区域A,20,53,52,不可抢占,0.7166666666666667
34728,实时推理任务,130,2,172,高,区域B,20,133,130,不可抢占,2.8666666666666667
34729,批量推理任务,1928,12,35,中,区域D,80,2406,1928,不可抢占,0.5833333333333334
34730,人工智能训练任务,968,83,142,低,区域E,150,2406,968,不可抢占,2.3666666666666667
34731,实时推理任务,2123,7,284,高,区域C,20,2128,2123,不可抢占,4.733333333333333
34732,实时推理任务,1673,3,240,高,区域A,20,1677,1673,不可抢占,4
34733,实时推理任务,1952,3,314,高,区域A,20,1958,1952,不可抢占,5.233333333333333
34734,人工智能训练任务,1024,73,216,低,区域D,150,2406,1024,不可抢占,3.6
34735,实时推理任务,2211,2,297,高,区域B,20,2216,2211,不可抢占,4.95
34736,批量推理任务,195,23,112,中,区域D,80,2406,195,不可抢占,1.8666666666666667
34737,实时推理任务,751,1,238,高,区域C,20,755,751,不可抢占,3.966666666666667
34738,实时推理任务,1301,4,391,高,区域E,20,1308,1301,不可抢占,6.516666666666667
34739,实时推理任务,2110,5,14,高,区域A,20,2111,2110,不可抢占,0.23333333333333334
34740,实时推理任务,814,4,315,高,区域A,20,820,814,不可抢占,5.25
34741,实时推理任务,614,5,253,高,区域B,20,619,614,不可抢占,4.216666666666667
34742,实时推理任务,1944,4,266,高,区域B,20,1949,1944,不可抢占,4.433333333333334
34743,批量推理任务,1192,18,10,中,区域D,80,2406,1192,不可抢占,0.16666666666666666
34744,批量推理任务,1085,17,243,中,区域E,80,2406,1085,不可抢占,4.05
34745,人工智能训练任务,1433,116,328,低,区域F,150,2406,1433,不可抢占,5.466666666666667
34746,人工智能训练任务,1161,61,248,低,区域D,150,2406,1161,不可抢占,4.133333333333334
34747,批量推理任务,1975,22,208,中,区域B,80,2406,1975,不可抢占,3.466666666666667
34748,实时推理任务,1817,2,289,高,区域B,20,1822,1817,不可抢占,4.816666666666666
34749,人工智能训练任务,2024,53,77,低,区域E,150,2406,2024,不可抢占,1.2833333333333334
34750,人工智能训练任务,715,17,347,低,区域F,150,2406,715,不可抢占,5.783333333333333
34751,批量推理任务,1157,5,322,中,区域F,80,2406,1157,不可抢占,5.366666666666666
34752,批量推理任务,1882,11,263,中,区域A,80,2406,1882,不可抢占,4.383333333333334
34753,实时推理任务,1866,1,66,高,区域A,20,1868,1866,不可抢占,1.1
34754,批量推理任务,97,16,102,中,区域B,80,2406,97,不可抢占,1.7
34755,批量推理任务,1605,11,12,中,区域C,80,2406,1605,不可抢占,0.2
34756,人工智能训练任务,1587,119,220,低,区域E,150,2406,1587,不可抢占,3.6666666666666665
34757,批量推理任务,2328,7,283,中,区域E,80,2406,2328,不可抢占,4.716666666666667
34758,人工智能训练任务,1068,98,85,低,区域F,150,2406,1068,不可抢占,1.4166666666666667
34759,实时推理任务,23,3,15,高,区域A,20,24,23,不可抢占,0.25
34760,人工智能训练任务,1539,53,291,低,区域D,150,2406,1539,不可抢占,4.85
34761,实时推理任务,895,6,223,高,区域B,20,899,895,不可抢占,3.716666666666667
34762,批量推理任务,1757,5,124,中,区域D,80,2406,1757,不可抢占,2.066666666666667
34763,人工智能训练任务,2178,101,15,低,区域E,150,2406,2178,不可抢占,0.25
34764,实时推理任务,782,7,136,高,区域C,20,785,782,不可抢占,2.2666666666666666
34765,批量推理任务,1539,14,385,中,区域A,80,2406,1539,不可抢占,6.416666666666667
34766,实时推理任务,2297,2,250,高,区域A,20,2302,2297,不可抢占,4.166666666666667
34767,实时推理任务,1299,1,367,高,区域B,20,1306,1299,不可抢占,6.116666666666666
34768,人工智能训练任务,836,51,103,低,区域E,150,2406,836,不可抢占,1.7166666666666666
34769,实时推理任务,2230,7,71,高,区域C,20,2232,2230,不可抢占,1.1833333333333333
34770,批量推理任务,2120,22,116,中,区域E,80,2406,2120,不可抢占,1.9333333333333333
34771,批量推理任务,2309,21,169,中,区域F,80,2406,2309,不可抢占,2.816666666666667
34772,实时推理任务,286,3,378,高,区域A,20,293,286,不可抢占,6.3
34773,实时推理任务,2049,6,359,高,区域A,20,2055,2049,不可抢占,5.983333333333333
34774,实时推理任务,721,4,88,高,区域B,20,723,721,不可抢占,1.4666666666666666
34775,实时推理任务,660,1,94,高,区域B,20,662,660,不可抢占,1.5666666666666667
34776,批量推理任务,889,14,226,中,区域D,80,2406,889,不可抢占,3.7666666666666666
34777,批量推理任务,2274,4,188,中,区域E,80,2406,2274,不可抢占,3.1333333333333333
34778,实时推理任务,1496,2,286,高,区域A,20,1501,1496,不可抢占,4.766666666666667
34779,批量推理任务,1958,20,204,中,区域A,80,2406,1958,不可抢占,3.4
34780,实时推理任务,137,5,73,高,区域A,20,139,137,不可抢占,1.2166666666666666
34781,实时推理任务,1592,5,41,高,区域B,20,1593,1592,不可抢占,0.6833333333333333
34782,实时推理任务,698,2,396,高,区域B,20,705,698,不可抢占,6.6
34783,人工智能训练任务,1329,121,16,低,区域F,150,2406,1329,不可抢占,0.26666666666666666
34784,人工智能训练任务,418,76,352,低,区域F,150,2406,418,不可抢占,5.866666666666666
34785,人工智能训练任务,818,107,17,低,区域B,150,2406,818,不可抢占,0.2833333333333333
34786,实时推理任务,1298,2,231,高,区域A,20,1302,1298,不可抢占,3.85
34787,批量推理任务,534,7,62,中,区域C,80,2406,534,不可抢占,1.0333333333333334
34788,人工智能训练任务,1180,40,17,低,区域E,150,2406,1180,不可抢占,0.2833333333333333
34789,批量推理任务,941,8,156,中,区域D,80,2406,941,不可抢占,2.6
34790,批量推理任务,750,6,233,中,区域E,80,2406,750,不可抢占,3.8833333333333333
34791,人工智能训练任务,752,85,273,低,区域A,150,2406,752,不可抢占,4.55
34792,人工智能训练任务,1040,74,342,低,区域D,150,2406,1040,不可抢占,5.7
34793,实时推理任务,406,7,127,高,区域A,20,409,406,不可抢占,2.1166666666666667
34794,实时推理任务,1453,1,141,高,区域B,20,1456,1453,不可抢占,2.35
34795,人工智能训练任务,543,35,41,低,区域E,150,2406,543,不可抢占,0.6833333333333333
34796,实时推理任务,176,1,348,高,区域C,20,182,176,不可抢占,5.8
34797,批量推理任务,1005,22,317,中,区域F,80,2406,1005,不可抢占,5.283333333333333
34798,实时推理任务,190,3,194,高,区域A,20,194,190,不可抢占,3.2333333333333334
34799,人工智能训练任务,284,77,391,低,区域D,150,2406,284,不可抢占,6.516666666666667
34800,人工智能训练任务,641,66,11,低,区域D,150,2406,641,不可抢占,0.18333333333333332
34801,人工智能训练任务,482,92,372,低,区域E,150,2406,482,不可抢占,6.2
34802,实时推理任务,1194,6,334,高,区域C,20,1200,1194,不可抢占,5.566666666666666
34803,批量推理任务,1627,10,239,中,区域E,80,2406,1627,不可抢占,3.9833333333333334
34804,人工智能训练任务,1715,58,75,低,区域F,150,2406,1715,不可抢占,1.25
34805,批量推理任务,1910,16,392,中,区域A,80,2406,1910,不可抢占,6.533333333333333
34806,人工智能训练任务,844,42,199,低,区域D,150,2406,844,不可抢占,3.316666666666667
34807,实时推理任务,789,4,252,高,区域B,20,794,789,不可抢占,4.2
34808,实时推理任务,2007,4,379,高,区域B,20,2014,2007,不可抢占,6.316666666666666
34809,实时推理任务,1091,7,279,高,区域C,20,1096,1091,不可抢占,4.65
34810,实时推理任务,884,5,59,高,区域D,20,885,884,不可抢占,0.9833333333333333
34811,批量推理任务,1434,16,379,中,区域A,80,2406,1434,不可抢占,6.316666666666666
34812,实时推理任务,872,3,301,高,区域A,20,878,872,不可抢占,5.016666666666667
34813,批量推理任务,1703,9,338,中,区域B,80,2406,1703,不可抢占,5.633333333333334
34814,人工智能训练任务,2191,28,280,低,区域E,150,2406,2191,不可抢占,4.666666666666667
34815,批量推理任务,2172,17,103,中,区域D,80,2406,2172,不可抢占,1.7166666666666666
34816,实时推理任务,1241,2,251,高,区域C,20,1246,1241,不可抢占,4.183333333333334
34817,人工智能训练任务,416,94,290,低,区域F,150,2406,416,不可抢占,4.833333333333333
34818,人工智能训练任务,1559,39,277,低,区域C,150,2406,1559,不可抢占,4.616666666666666
34819,批量推理任务,2307,8,46,中,区域B,80,2406,2307,不可抢占,0.7666666666666667
34820,人工智能训练任务,408,127,120,低,区域D,150,2406,408,不可抢占,2
34821,人工智能训练任务,1190,119,306,低,区域E,150,2406,1190,不可抢占,5.1
34822,批量推理任务,279,15,206,中,区域D,80,2406,279,不可抢占,3.433333333333333
34823,人工智能训练任务,628,88,167,低,区域F,150,2406,628,不可抢占,2.783333333333333
34824,实时推理任务,2083,6,44,高,区域A,20,2084,2083,不可抢占,0.7333333333333333
34825,人工智能训练任务,1113,95,325,低,区域D,150,2406,1113,不可抢占,5.416666666666667
34826,人工智能训练任务,1747,62,395,低,区域D,150,2406,1747,不可抢占,6.583333333333333
34827,批量推理任务,1022,9,126,中,区域C,80,2406,1022,不可抢占,2.1
34828,人工智能训练任务,1376,124,248,低,区域E,150,2406,1376,不可抢占,4.133333333333334
34829,实时推理任务,2334,3,36,高,区域C,20,2335,2334,不可抢占,0.6
34830,批量推理任务,160,17,135,中,区域F,80,2406,160,不可抢占,2.25
34831,批量推理任务,1651,23,131,中,区域A,80,2406,1651,不可抢占,2.183333333333333
34832,人工智能训练任务,1187,111,84,低,区域D,150,2406,1187,不可抢占,1.4
34833,人工智能训练任务,1421,81,167,低,区域D,150,2406,1421,不可抢占,2.783333333333333
34834,人工智能训练任务,2383,123,217,低,区域E,150,2406,2383,不可抢占,3.6166666666666667
34835,实时推理任务,1032,1,340,高,区域C,20,1038,1032,不可抢占,5.666666666666667
34836,实时推理任务,406,6,234,高,区域C,20,410,406,不可抢占,3.9
34837,实时推理任务,1891,1,338,高,区域A,20,1897,1891,不可抢占,5.633333333333334
34838,批量推理任务,715,9,305,中,区域A,80,2406,715,不可抢占,5.083333333333333
34839,人工智能训练任务,1854,96,209,低,区域D,150,2406,1854,不可抢占,3.4833333333333334
34840,人工智能训练任务,1940,48,150,低,区域D,150,2406,1940,不可抢占,2.5
34841,实时推理任务,570,3,220,高,区域B,20,574,570,不可抢占,3.6666666666666665
34842,批量推理任务,1935,5,285,中,区域E,80,2406,1935,不可抢占,4.75
34843,人工智能训练任务,1314,97,129,低,区域F,150,2406,1314,不可抢占,2.15
34844,实时推理任务,527,4,206,高,区域A,20,531,527,不可抢占,3.433333333333333
34845,实时推理任务,1377,1,27,高,区域A,20,1378,1377,不可抢占,0.45
34846,人工智能训练任务,1017,62,10,低,区域D,150,2406,1017,不可抢占,0.16666666666666666
34847,人工智能训练任务,481,115,343,低,区域E,150,2406,481,不可抢占,5.716666666666667
34848,人工智能训练任务,641,87,46,低,区域E,150,2406,641,不可抢占,0.7666666666666667
34849,实时推理任务,1945,4,195,高,区域C,20,1949,1945,不可抢占,3.25
34850,实时推理任务,1527,1,309,高,区域A,20,1533,1527,不可抢占,5.15
34851,批量推理任务,1169,14,378,中,区域A,80,2406,1169,不可抢占,6.3
34852,人工智能训练任务,2335,50,36,低,区域D,150,2406,2335,不可抢占,0.6
34853,批量推理任务,1289,11,53,中,区域C,80,2406,1289,不可抢占,0.8833333333333333
34854,人工智能训练任务,48,124,181,低,区域E,150,2406,48,不可抢占,3.0166666666666666
34855,实时推理任务,54,5,206,高,区域C,20,58,54,不可抢占,3.433333333333333
34856,批量推理任务,2361,11,384,中,区域F,80,2406,2361,不可抢占,6.4
34857,批量推理任务,2235,8,382,中,区域A,80,2406,2235,不可抢占,6.366666666666666
34858,实时推理任务,1352,4,158,高,区域A,20,1355,1352,不可抢占,2.6333333333333333
34859,批量推理任务,1752,21,283,中,区域B,80,2406,1752,不可抢占,4.716666666666667
34860,批量推理任务,1803,19,206,中,区域C,80,2406,1803,不可抢占,3.433333333333333
34861,实时推理任务,973,2,108,高,区域C,20,975,973,不可抢占,1.8
34862,人工智能训练任务,1536,105,357,低,区域F,150,2406,1536,不可抢占,5.95
34863,批量推理任务,1986,9,323,中,区域F,80,2406,1986,不可抢占,5.383333333333334
34864,人工智能训练任务,783,97,170,低,区域C,150,2406,783,不可抢占,2.8333333333333335
34865,人工智能训练任务,44,78,227,低,区域D,150,2406,44,不可抢占,3.783333333333333
34866,批量推理任务,1308,5,128,中,区域C,80,2406,1308,不可抢占,2.1333333333333333
34867,实时推理任务,1667,1,263,高,区域B,20,1672,1667,不可抢占,4.383333333333334
34868,实时推理任务,2226,6,161,高,区域C,20,2229,2226,不可抢占,2.683333333333333
34869,实时推理任务,1641,1,138,高,区域D,20,1644,1641,不可抢占,2.3
34870,批量推理任务,741,13,171,中,区域A,80,2406,741,不可抢占,2.85
34871,批量推理任务,1977,8,138,中,区域B,80,2406,1977,不可抢占,2.3
34872,人工智能训练任务,1224,93,15,低,区域D,150,2406,1224,不可抢占,0.25
34873,实时推理任务,2368,3,157,高,区域B,20,2371,2368,不可抢占,2.6166666666666667
34874,实时推理任务,1880,4,127,高,区域C,20,1883,1880,不可抢占,2.1166666666666667
34875,实时推理任务,1911,1,332,高,区域C,20,1917,1911,不可抢占,5.533333333333333
34876,人工智能训练任务,557,53,47,低,区域F,150,2406,557,不可抢占,0.7833333333333333
34877,实时推理任务,456,4,161,高,区域A,20,459,456,不可抢占,2.683333333333333
34878,批量推理任务,1598,11,377,中,区域B,80,2406,1598,不可抢占,6.283333333333333
34879,批量推理任务,2182,10,224,中,区域C,80,2406,2182,不可抢占,3.7333333333333334
34880,实时推理任务,890,7,248,高,区域B,20,895,890,不可抢占,4.133333333333334
34881,批量推理任务,282,9,364,中,区域D,80,2406,282,不可抢占,6.066666666666666
34882,批量推理任务,1457,19,26,中,区域F,80,2406,1457,不可抢占,0.43333333333333335
34883,批量推理任务,1027,15,240,中,区域A,80,2406,1027,不可抢占,4
34884,实时推理任务,746,6,399,高,区域A,20,753,746,不可抢占,6.65
34885,人工智能训练任务,327,109,142,低,区域D,150,2406,327,不可抢占,2.3666666666666667
34886,人工智能训练任务,1483,17,108,低,区域D,150,2406,1483,不可抢占,1.8
34887,批量推理任务,1363,8,90,中,区域D,80,2406,1363,不可抢占,1.5
34888,实时推理任务,1330,7,341,高,区域C,20,1336,1330,不可抢占,5.683333333333334
34889,人工智能训练任务,2140,33,214,低,区域F,150,2406,2140,不可抢占,3.566666666666667
34890,批量推理任务,2295,11,384,中,区域A,80,2406,2295,不可抢占,6.4
34891,批量推理任务,290,15,264,中,区域B,80,2406,290,不可抢占,4.4
34892,人工智能训练任务,1111,19,311,低,区域D,150,2406,1111,不可抢占,5.183333333333334
34893,人工智能训练任务,735,86,325,低,区域E,150,2406,735,不可抢占,5.416666666666667
34894,实时推理任务,2202,5,159,高,区域C,20,2205,2202,不可抢占,2.65
34895,实时推理任务,1343,1,330,高,区域C,20,1349,1343,不可抢占,5.5
34896,人工智能训练任务,1644,98,136,低,区域A,150,2406,1644,不可抢占,2.2666666666666666
34897,实时推理任务,547,7,171,高,区域A,20,550,547,不可抢占,2.85
34898,实时推理任务,958,1,60,高,区域A,20,959,958,不可抢占,1
34899,批量推理任务,262,17,234,中,区域C,80,2406,262,不可抢占,3.9
34900,实时推理任务,1997,5,236,高,区域B,20,2001,1997,不可抢占,3.933333333333333
34901,批量推理任务,2093,20,183,中,区域E,80,2406,2093,不可抢占,3.05
34902,人工智能训练任务,1663,127,114,低,区域F,150,2406,1663,不可抢占,1.9
34903,实时推理任务,1701,6,24,高,区域A,20,1702,1701,不可抢占,0.4
34904,人工智能训练任务,993,45,351,低,区域D,150,2406,993,不可抢占,5.85
34905,人工智能训练任务,189,127,336,低,区域D,150,2406,189,不可抢占,5.6
34906,批量推理任务,2207,20,315,中,区域C,80,2406,2207,不可抢占,5.25
34907,批量推理任务,1604,6,116,中,区域D,80,2406,1604,不可抢占,1.9333333333333333
34908,实时推理任务,1943,7,346,高,区域C,20,1949,1943,不可抢占,5.766666666666667
34909,实时推理任务,1076,3,46,高,区域A,20,1077,1076,不可抢占,0.7666666666666667
34910,实时推理任务,1381,5,225,高,区域A,20,1385,1381,不可抢占,3.75
34911,人工智能训练任务,429,112,147,低,区域D,150,2406,429,不可抢占,2.45
34912,批量推理任务,1534,10,361,中,区域C,80,2406,1534,不可抢占,6.016666666666667
34913,人工智能训练任务,784,17,332,低,区域E,150,2406,784,不可抢占,5.533333333333333
34914,实时推理任务,1792,4,382,高,区域C,20,1799,1792,不可抢占,6.366666666666666
34915,实时推理任务,1728,1,96,高,区域D,20,1730,1728,不可抢占,1.6
34916,实时推理任务,136,2,83,高,区域A,20,138,136,不可抢占,1.3833333333333333
34917,人工智能训练任务,1076,105,130,低,区域D,150,2406,1076,不可抢占,2.1666666666666665
34918,批量推理任务,1626,20,155,中,区域B,80,2406,1626,不可抢占,2.5833333333333335
34919,实时推理任务,312,4,178,高,区域B,20,315,312,不可抢占,2.966666666666667
34920,批量推理任务,1830,14,88,中,区域D,80,2406,1830,不可抢占,1.4666666666666666
34921,人工智能训练任务,1626,16,82,低,区域F,150,2406,1626,不可抢占,1.3666666666666667
34922,实时推理任务,735,4,269,高,区域F,20,740,735,不可抢占,4.483333333333333
34923,批量推理任务,1375,8,335,中,区域A,80,2406,1375,不可抢占,5.583333333333333
34924,实时推理任务,2160,6,103,高,区域A,20,2162,2160,不可抢占,1.7166666666666666
34925,人工智能训练任务,1992,16,198,低,区域D,150,2406,1992,不可抢占,3.3
34926,批量推理任务,1372,4,322,中,区域D,80,2406,1372,不可抢占,5.366666666666666
34927,人工智能训练任务,1310,51,25,低,区域E,150,2406,1310,不可抢占,0.4166666666666667
34928,实时推理任务,1936,2,377,高,区域C,20,1943,1936,不可抢占,6.283333333333333
34929,人工智能训练任务,1953,37,89,低,区域A,150,2406,1953,不可抢占,1.4833333333333334
34930,人工智能训练任务,2095,109,335,低,区域D,150,2406,2095,不可抢占,5.583333333333333
34931,实时推理任务,1744,1,155,高,区域B,20,1747,1744,不可抢占,2.5833333333333335
34932,人工智能训练任务,1717,90,101,低,区域E,150,2406,1717,不可抢占,1.6833333333333333
34933,人工智能训练任务,176,27,89,低,区域E,150,2406,176,不可抢占,1.4833333333333334
34934,人工智能训练任务,1657,89,254,低,区域F,150,2406,1657,不可抢占,4.233333333333333
34935,批量推理任务,319,17,112,中,区域F,80,2406,319,不可抢占,1.8666666666666667
34936,实时推理任务,2352,2,243,高,区域A,20,2357,2352,不可抢占,4.05
34937,人工智能训练任务,2078,29,250,低,区域D,150,2406,2078,不可抢占,4.166666666666667
34938,人工智能训练任务,1824,98,376,低,区域D,150,2406,1824,不可抢占,6.266666666666667
34939,批量推理任务,1240,9,294,中,区域D,80,2406,1240,不可抢占,4.9
34940,人工智能训练任务,1944,43,250,低,区域E,150,2406,1944,不可抢占,4.166666666666667
34941,实时推理任务,740,4,348,高,区域C,20,746,740,不可抢占,5.8
34942,实时推理任务,1944,6,62,高,区域A,20,1946,1944,不可抢占,1.0333333333333334
34943,人工智能训练任务,1853,118,46,低,区域D,150,2406,1853,不可抢占,0.7666666666666667
34944,人工智能训练任务,1322,71,177,低,区域D,150,2406,1322,不可抢占,2.95
34945,批量推理任务,1302,15,64,中,区域C,80,2406,1302,不可抢占,1.0666666666666667
34946,批量推理任务,1168,4,376,中,区域D,80,2406,1168,不可抢占,6.266666666666667
34947,批量推理任务,1892,16,179,中,区域E,80,2406,1892,不可抢占,2.9833333333333334
34948,实时推理任务,1625,2,283,高,区域E,20,1630,1625,不可抢占,4.716666666666667
34949,实时推理任务,2133,7,295,高,区域A,20,2138,2133,不可抢占,4.916666666666667
34950,人工智能训练任务,1400,20,15,低,区域D,150,2406,1400,不可抢占,0.25
34951,人工智能训练任务,1389,63,397,低,区域D,150,2406,1389,不可抢占,6.616666666666666
34952,人工智能训练任务,2078,28,115,低,区域E,150,2406,2078,不可抢占,1.9166666666666667
34953,人工智能训练任务,781,41,169,低,区域E,150,2406,781,不可抢占,2.816666666666667
34954,批量推理任务,2213,21,259,中,区域E,80,2406,2213,不可抢占,4.316666666666666
34955,批量推理任务,1696,4,190,中,区域A,80,2406,1696,不可抢占,3.1666666666666665
34956,批量推理任务,948,4,368,中,区域A,80,2406,948,不可抢占,6.133333333333334
34957,实时推理任务,1910,5,290,高,区域A,20,1915,1910,不可抢占,4.833333333333333
34958,人工智能训练任务,1495,100,230,低,区域D,150,2406,1495,不可抢占,3.8333333333333335
34959,批量推理任务,337,6,160,中,区域D,80,2406,337,不可抢占,2.6666666666666665
34960,实时推理任务,1317,5,72,高,区域C,20,1319,1317,不可抢占,1.2
34961,批量推理任务,1490,6,24,中,区域F,80,2406,1490,不可抢占,0.4
34962,实时推理任务,1936,5,253,高,区域A,20,1941,1936,不可抢占,4.216666666666667
34963,批量推理任务,209,10,346,中,区域B,80,2406,209,不可抢占,5.766666666666667
34964,实时推理任务,1410,6,165,高,区域B,20,1413,1410,不可抢占,2.75
34965,批量推理任务,662,5,242,中,区域C,80,2406,662,不可抢占,4.033333333333333
34966,批量推理任务,1642,14,238,中,区域D,80,2406,1642,不可抢占,3.966666666666667
34967,人工智能训练任务,2312,92,299,低,区域F,150,2406,2312,不可抢占,4.983333333333333
34968,人工智能训练任务,332,81,142,低,区域F,150,2406,332,不可抢占,2.3666666666666667
34969,人工智能训练任务,232,90,367,低,区域C,150,2406,232,不可抢占,6.116666666666666
34970,批量推理任务,515,15,345,中,区域B,80,2406,515,不可抢占,5.75
34971,批量推理任务,612,22,370,中,区域C,80,2406,612,不可抢占,6.166666666666667
34972,实时推理任务,184,6,39,高,区域B,20,185,184,不可抢占,0.65
34973,人工智能训练任务,1334,62,287,低,区域F,150,2406,1334,不可抢占,4.783333333333333
34974,批量推理任务,1630,22,353,中,区域F,80,2406,1630,不可抢占,5.883333333333334
34975,实时推理任务,417,5,133,高,区域A,20,420,417,不可抢占,2.216666666666667
34976,批量推理任务,1136,7,126,中,区域B,80,2406,1136,不可抢占,2.1
34977,人工智能训练任务,1675,99,357,低,区域D,150,2406,1675,不可抢占,5.95
34978,实时推理任务,1637,1,116,高,区域B,20,1639,1637,不可抢占,1.9333333333333333
34979,人工智能训练任务,1645,90,48,低,区域E,150,2406,1645,不可抢占,0.8
34980,人工智能训练任务,1265,98,332,低,区域F,150,2406,1265,不可抢占,5.533333333333333
34981,人工智能训练任务,823,56,164,低,区域F,150,2406,823,不可抢占,2.7333333333333334
34982,实时推理任务,977,2,44,高,区域A,20,978,977,不可抢占,0.7333333333333333
