调度时段编号,区域编号,电价时段,购电价格,售电价格,碳强度,人工智能训练任务功率,图形处理器利用率,可用新能源出力,直接消纳新能源,新能源充电功率,弃风弃光功率,信息技术侧负荷,设施侧总负荷,电网购电功率,电网充电功率,外送售电功率,净购电功率,碳排放量,需求响应等级,储能荷电状态,储能充电功率,储能放电功率,基准人工智能信息技术负荷,非人工智能信息技术负荷,数据时段
1760,区域F,平,386.97,301.84,0.2558,75.5813333333,50.334714,1059.81,329.7052,0.0,510.1048,463.59,588.7593,259.0541,0.0,220.0,39.0541,66.266,中,850.0,0.0,0.0,76.9663333333,386.623667,主时域0_2399
1761,区域A,平,696.14,0.0,0.5973,28.7733333333,48.444444,1089.78,69.5448,0.0,1020.2352,403.2,544.32,474.7752,0.0,0.0,474.7752,283.5832,中,350.0,0.0,0.0,40.5196666667,362.680333,主时域0_2399
1761,区域B,平,667.13,0.0,0.5587,18.56,26.105413,1089.78,83.8298,0.0,1005.9502,393.6,531.36,447.5302,0.0,0.0,447.5302,250.0351,中,320.0,0.0,0.0,22.0486666667,371.551333,主时域0_2399
1761,区域C,平,647.8,0.0,0.5298,9.088,21.015432,1089.78,100.744,0.0,989.036,388.8,536.544,435.8,0.0,0.0,435.8,230.8869,中,300.0,0.0,0.0,14.0476666667,374.752333,主时域0_2399
1761,区域D,平,415.75,324.29,0.4046,76.8,35.869565,1089.78,206.028,0.0,703.752,404.66,517.9648,311.9368,0.0,180.0,131.9368,126.2096,低,900.0,0.0,0.0,81.6,323.06,主时域0_2399
1761,区域E,平,367.41,286.58,0.2119,47.7866666667,40.62253,1089.78,350.0518,0.0,519.7282,413.48,516.85,166.7982,0.0,220.0,-53.2018,35.3445,低,820.0,0.0,0.0,58.97,354.51,主时域0_2399
1761,区域F,平,386.74,301.66,0.2505,79.6,51.501035,1089.78,303.386,0.0,566.394,438.75,557.2125,253.8265,0.0,220.0,33.8265,63.5835,中,850.0,0.0,0.0,79.6,359.15,主时域0_2399
1762,区域A,平,695.73,0.0,0.5863,19.84,35.082011,1100.0,73.4832,0.0,1026.5168,403.2,544.32,470.8368,0.0,0.0,470.8368,276.0516,中,350.0,0.0,0.0,28.7203333333,374.479667,主时域0_2399
1762,区域B,平,666.74,0.0,0.5485,18.56,24.478632,1100.0,84.9145,0.0,1015.0855,381.21,514.6335,429.719,0.0,0.0,429.719,235.7009,中,320.0,0.0,0.0,21.14,360.07,主时域0_2399
1762,区域C,平,647.42,0.0,0.5201,4.992,11.537037,1100.0,104.6261,0.0,995.3739,388.8,536.544,431.9179,0.0,0.0,431.9179,224.6405,中,300.0,0.0,0.0,7.57,381.23,主时域0_2399
1762,区域D,平,415.51,324.1,0.3972,62.08,30.751812,1100.0,209.1537,0.0,710.8463,403.46,516.4288,307.2751,0.0,180.0,127.2751,122.0497,低,900.0,0.0,0.0,68.4866666667,334.973333,主时域0_2399
1762,区域E,平,367.19,286.41,0.208,56.5466666667,43.008893,1100.0,370.0512,0.0,509.9488,419.39,524.2375,154.1863,0.0,220.0,-65.8137,32.0708,低,820.0,0.0,0.0,64.684,354.706,主时域0_2399
1762,区域F,平,386.52,301.49,0.2459,41.1306666667,26.611456,1100.0,287.0098,0.0,592.9902,426.4,541.528,254.5182,0.0,220.0,34.5182,62.586,低,850.0,0.0,0.0,41.1306666667,385.269333,主时域0_2399
1763,区域A,平,695.32,0.0,0.5777,6.2506666667,19.55291,1089.78,72.5701,0.0,1017.2099,380.67,513.9045,441.3344,0.0,0.0,441.3344,254.9589,中,350.0,0.0,0.0,13.7893333333,366.880667,主时域0_2399
1763,区域B,平,666.35,0.0,0.5405,27.04,35.367521,1089.78,83.6973,0.0,1006.0827,362.11,488.8485,405.1512,0.0,0.0,405.1512,218.9842,中,320.0,0.0,0.0,30.712,331.398,主时域0_2399
1763,区域C,平,647.04,0.0,0.5125,0.0,3.876543,1089.78,106.9296,0.0,982.8504,385.09,531.4242,424.4946,0.0,0.0,424.4946,217.5535,中,300.0,0.0,0.0,1.8746666667,383.215333,主时域0_2399
1763,区域D,平,415.26,323.9,0.3914,121.488,57.022192,1089.78,189.1923,0.0,720.5877,359.44,460.0832,270.8909,0.0,180.0,90.8909,106.0267,低,900.0,0.0,0.0,129.4346666667,230.005333,主时域0_2399
1763,区域E,平,366.98,286.24,0.205,57.6666666667,39.860013,1089.78,333.3768,0.0,536.4032,368.44,460.55,127.1732,0.0,220.0,-92.8268,26.0705,低,820.0,0.0,0.0,61.8233333333,306.616667,主时域0_2399
1763,区域F,平,386.29,301.31,0.2423,73.0666666667,47.273982,1089.78,239.2048,0.0,630.5752,363.91,462.1657,222.9609,0.0,220.0,2.9609,54.0234,低,850.0,0.0,0.0,73.0666666667,290.843333,主时域0_2399
1764,区域A,平,694.91,0.0,0.5721,4.16,13.962963,1059.81,70.5604,0.0,989.2496,358.04,483.354,412.7936,0.0,0.0,412.7936,236.1592,中,350.0,0.0,0.0,9.7866666667,348.253333,主时域0_2399
1764,区域B,平,665.96,0.0,0.5352,34.24,47.179487,1059.81,84.4718,0.0,975.3382,355.56,480.006,395.5342,0.0,0.0,395.5342,211.6899,中,320.0,0.0,0.0,40.28,315.28,主时域0_2399
1764,区域C,平,646.65,0.0,0.5075,18.56,28.518519,1059.81,110.5177,0.0,949.2923,388.8,536.544,426.0263,0.0,0.0,426.0263,216.2083,中,300.0,0.0,0.0,22.04,366.76,主时域0_2399
1764,区域D,平,415.02,323.72,0.3875,125.2613333333,58.891531,1059.81,183.5906,0.0,696.2194,344.8,441.344,257.7534,0.0,180.0,77.7534,99.8794,低,900.0,0.0,0.0,133.6013333333,211.198667,主时域0_2399
1764,区域E,平,366.76,286.07,0.203,94.6106666667,61.205534,1059.81,310.5238,0.0,529.2862,340.3,425.375,114.8512,0.0,220.0,-105.1488,23.3148,低,820.0,0.0,0.0,97.279,243.021,主时域0_2399
1764,区域F,平,386.06,301.13,0.2399,61.7706666667,43.899241,1059.81,221.2292,0.0,618.5808,342.88,435.4576,214.2284,0.0,220.0,-5.7716,51.3934,低,850.0,0.0,0.0,65.5106666667,277.369333,主时域0_2399
1765,区域A,平,694.5,0.0,0.5697,1.5946666667,7.137566,1012.13,68.3649,0.0,943.7651,339.921,458.8934,390.5285,0.0,0.0,390.5285,222.4841,中,350.0,0.0,0.0,4.5146666667,335.406333,主时域0_2399
1765,区域B,平,665.56,0.0,0.5329,34.904,52.643875,1012.13,80.9444,0.0,931.1856,335.007,452.2594,371.315,0.0,0.0,371.315,197.8738,中,320.0,0.0,0.0,43.3856666667,291.621333,主时域0_2399
1765,区域C,平,646.27,0.0,0.5054,8.9706666667,24.364198,1012.13,95.0413,0.0,917.0887,329.559,454.7914,359.7501,0.0,0.0,359.7501,181.8177,中,300.0,0.0,0.0,15.9906666667,313.568333,主时域0_2399
1765,区域D,平,414.77,323.52,0.3859,100.5813333333,49.369339,1012.13,178.7556,0.0,653.3744,333.318,426.647,247.8914,0.0,180.0,67.8914,95.6613,低,900.0,0.0,0.0,110.3296666667,222.988333,主时域0_2399
1765,区域E,平,366.54,285.9,0.2022,99.5546666667,62.34025,1012.13,298.1064,0.0,494.0236,329.46,411.825,113.7186,0.0,220.0,-106.2814,22.9939,低,820.0,0.0,0.0,100.2813333333,229.178667,主时域0_2399
1765,区域F,平,385.83,300.95,0.2389,58.24,41.614907,1012.13,208.9302,0.0,583.1998,327.684,416.1587,207.2285,0.0,220.0,-12.7715,49.5069,低,850.0,0.0,0.0,61.98,265.704,主时域0_2399
1766,区域A,平,694.09,0.0,0.5707,0.0,6.767196,950.0,62.6225,0.0,887.3775,309.247,417.4835,354.861,0.0,0.0,354.861,202.5192,低,350.0,0.0,0.0,3.5306666667,305.716333,主时域0_2399
1766,区域B,平,665.17,0.0,0.5339,4.24,24.868946,950.0,74.166,0.0,875.834,305.21,412.0335,337.8675,0.0,0.0,337.8675,180.3874,低,320.0,0.0,0.0,15.4983333333,289.711667,主时域0_2399
1766,区域C,平,645.89,0.0,0.5063,0.0,13.632716,950.0,90.6825,0.0,859.3175,312.914,431.8213,341.1388,0.0,0.0,341.1388,172.7186,低,300.0,0.0,0.0,6.848,306.066,主时域0_2399
1766,区域D,平,414.53,323.33,0.3866,98.8453333333,49.320652,950.0,167.1759,0.0,602.8241,310.967,398.0378,230.8619,0.0,180.0,50.8619,89.2512,低,900.0,0.0,0.0,109.607,201.36,主时域0_2399
1766,区域E,平,366.33,285.74,0.2025,102.208,63.549078,950.0,282.5815,0.0,447.4185,320.258,400.3225,117.741,0.0,220.0,-102.259,23.8426,低,820.0,0.0,0.0,102.5533333333,217.704667,主时域0_2399
1766,区域F,平,385.61,300.78,0.2393,59.1146666667,43.412698,950.0,194.5862,0.0,535.4137,306.435,389.1725,194.5862,0.0,220.0,-25.4137,46.5645,低,850.0,0.0,0.0,64.0446666667,242.390333,主时域0_2399
1767,区域A,平,693.68,0.0,0.575,12.32,21.568783,877.65,58.546,0.0,819.104,291.1,392.985,334.439,0.0,0.0,334.439,192.3024,低,350.0,0.0,0.0,17.3506666667,273.749333,主时域0_2399
1767,区域B,平,664.78,0.0,0.5379,10.08,32.0,877.65,71.4427,0.0,806.2073,295.682,399.1707,327.728,0.0,0.0,327.728,176.2849,低,320.0,0.0,0.0,21.638,274.044,主时域0_2399
1767,区域C,平,645.51,0.0,0.51,0.0,12.064815,877.65,84.4516,0.0,793.1984,292.839,404.1178,319.6662,0.0,0.0,319.6662,163.0297,低,300.0,0.0,0.0,6.0333333333,286.805667,主时域0_2399
1767,区域D,平,414.28,323.14,0.3895,104.672,51.105072,877.65,154.8928,0.0,542.7572,288.822,369.6922,214.7994,0.0,180.0,34.7994,83.6644,低,900.0,0.0,0.0,114.2996666667,174.522333,主时域0_2399
1767,区域E,平,366.11,285.57,0.204,111.68,68.972332,877.65,235.3698,0.0,422.2802,278.018,347.5225,112.1527,0.0,220.0,-107.8473,22.8792,低,820.0,0.0,0.0,111.68,166.338,主时域0_2399
1767,区域F,平,385.38,300.6,0.2411,46.4346666667,34.805038,877.65,183.4034,0.0,474.2466,287.648,365.313,181.9096,0.0,220.0,-38.0904,43.8584,低,850.0,0.0,0.0,50.9746666667,236.673333,主时域0_2399
1768,区域A,平,693.28,0.0,0.5822,12.32,19.645503,800.0,50.3325,0.0,749.6675,255.399,344.7886,294.4561,0.0,0.0,294.4561,171.4323,低,350.0,0.0,0.0,16.4006666667,238.998333,主时域0_2399
1768,区域B,平,664.39,0.0,0.5446,10.08,33.951567,800.0,60.3139,0.0,739.6861,253.874,342.7299,282.416,0.0,0.0,282.416,153.8038,低,320.0,0.0,0.0,23.012,230.862,主时域0_2399
1768,区域C,平,645.13,0.0,0.5164,0.0,11.654321,800.0,71.4272,0.0,728.5728,251.28,346.7664,275.3392,0.0,0.0,275.3392,142.1852,低,300.0,0.0,0.0,5.8546666667,245.425333,主时域0_2399
1768,区域D,平,414.04,322.95,0.3944,121.6426666667,57.817029,800.0,129.0124,0.0,490.9876,242.297,310.1402,181.1278,0.0,180.0,1.1278,71.4368,低,900.0,0.0,0.0,130.5866666667,111.710333,主时域0_2399
1768,区域E,平,365.9,285.4,0.2066,98.7013333333,63.03195,800.0,216.8,0.0,363.2,271.0,338.75,121.95,0.0,220.0,-98.05,25.1949,低,820.0,0.0,0.0,100.8013333333,170.198667,主时域0_2399
1768,区域F,平,385.15,300.42,0.2441,81.6106666667,57.351622,800.0,163.8417,0.0,416.1583,253.936,322.4987,158.657,0.0,220.0,-61.343,38.7282,低,850.0,0.0,0.0,85.9866666667,167.949333,主时域0_2399
1769,区域A,峰,1004.67,0.0,0.5917,1.848,8.375661,722.35,45.3718,0.0,676.9782,238.0,321.3,230.9282,0.0,0.0,230.9282,136.6402,中,301.087,0.0,45.0,5.2353333333,232.764667,主时域0_2399
1769,区域B,峰,962.81,0.0,0.5536,25.44,48.122507,722.35,51.9711,0.0,670.3789,224.849,303.5462,211.0751,0.0,0.0,211.0751,116.8512,中,275.9783,0.0,40.5,37.2053333333,187.643667,主时域0_2399
1769,区域C,峰,934.9,0.0,0.5249,0.0,14.975309,722.35,57.8329,0.0,664.5171,208.276,287.4209,191.338,0.0,0.0,191.338,100.4333,中,258.4239,0.0,38.25,7.529,200.747,主时域0_2399
1769,区域D,峰,600.01,468.01,0.4009,79.3786666667,39.590127,722.35,119.04,0.0,423.31,226.16,289.4848,0.0,0.0,180.0,-180.0,0.0,中,716.726,0.0,170.4448,87.8836666667,138.276333,主时域0_2399
1769,区域E,峰,530.24,413.59,0.21,66.1466666667,44.804018,722.35,175.6055,0.0,326.7445,235.48,294.35,0.0,0.0,220.0,-220.0,0.0,中,692.3178,0.0,118.7445,70.1466666667,165.333333,主时域0_2399
1769,区域F,峰,558.15,435.36,0.2481,83.9226666667,59.063147,722.35,147.2788,0.0,355.0712,224.06,284.5562,0.0,0.0,220.0,-220.0,0.0,中,702.3899,0.0,137.2774,88.386,135.674,主时域0_2399
1770,区域A,峰,1004.09,0.0,0.603,0.0,10.55291,650.0,42.4387,0.0,607.5613,232.86,314.361,226.9223,0.0,0.0,226.9223,136.8341,中,252.1739,0.0,45.0,5.6986666667,227.161333,主时域0_2399
1770,区域B,峰,962.25,0.0,0.5641,15.456,37.854701,650.0,48.5885,0.0,601.4115,218.13,294.4755,205.387,0.0,0.0,205.387,115.8588,中,231.9565,0.0,40.5,27.568,190.562,主时域0_2399
1770,区域C,峰,934.36,0.0,0.5349,0.0,14.62963,650.0,61.7181,0.0,588.2819,229.35,316.503,216.5349,0.0,0.0,216.5349,115.8245,中,216.8478,0.0,38.25,7.5133333333,221.836667,主时域0_2399
1770,区域D,峰,599.66,467.73,0.4085,37.8533333333,19.892437,650.0,132.6897,0.0,337.3103,255.96,327.6288,12.9391,0.0,180.0,-167.0609,5.2856,中,521.0271,0.0,182.0,43.3166666667,212.643333,主时域0_2399
1770,区域E,峰,529.94,413.35,0.214,65.9013333333,45.115283,650.0,148.665,0.0,281.335,216.24,270.3,0.0,0.0,220.0,-220.0,0.0,中,561.5274,0.0,121.635,70.2696666667,145.970333,主时域0_2399
1770,区域F,峰,557.83,435.11,0.2529,95.272,69.44617,650.0,145.8675,0.0,284.1325,216.71,275.2217,0.0,0.0,220.0,-220.0,0.0,中,563.2993,0.0,129.3542,102.702,114.008,主时域0_2399
1771,区域A,峰,1003.51,0.0,0.6152,6.24,23.492063,587.87,43.0688,0.0,544.8012,249.7,337.095,249.0262,0.0,0.0,249.0262,153.2009,中,203.2609,0.0,45.0,15.94,233.76,主时域0_2399
1771,区域B,峰,961.7,0.0,0.5755,23.28,47.495726,587.87,54.6299,0.0,533.2401,256.5,346.275,251.1451,0.0,0.0,251.1451,144.534,中,187.9348,0.0,40.5,36.234,220.266,主时域0_2399
1771,区域C,峰,933.82,0.0,0.5457,0.0,16.759259,587.87,62.9365,0.0,524.9335,242.89,335.1882,234.0017,0.0,0.0,234.0017,127.6947,中,175.2717,0.0,38.25,8.6606666667,234.229333,主时域0_2399
1771,区域D,峰,599.32,467.47,0.4167,29.0026666667,18.152174,587.87,108.8793,0.0,298.9907,213.85,273.728,0.0,0.0,180.0,-180.0,0.0,中,343.7704,0.0,164.8487,37.436,176.414,主时域0_2399
1771,区域E,峰,529.63,413.11,0.2183,61.1413333333,40.329381,587.87,158.9363,0.0,208.9337,231.18,288.975,0.0,0.0,220.0,-220.0,0.0,中,421.7008,0.0,130.0387,63.6413333333,167.538667,主时域0_2399
1771,区域F,峰,557.51,434.86,0.258,140.7253333333,96.563147,587.87,157.3389,0.0,210.5311,227.54,288.9758,0.0,0.0,220.0,-220.0,0.0,中,421.7543,0.0,131.6369,145.9786666667,81.561333,主时域0_2399
1772,区域A,峰,1002.94,0.0,0.6274,20.48,37.396825,540.19,32.9524,0.0,507.2376,203.41,274.6035,196.6511,0.0,0.0,196.6511,123.3789,中,154.3478,0.0,45.0,30.068,173.342,主时域0_2399
1772,区域B,峰,961.15,0.0,0.5869,17.92,41.643875,540.19,50.6554,0.0,489.5346,250.15,337.7025,246.5471,0.0,0.0,246.5471,144.6985,中,143.913,0.0,40.5,30.5753333333,219.574667,主时域0_2399
1772,区域C,峰,933.29,0.0,0.5565,0.0,14.037037,540.19,59.5688,0.0,480.6212,239.81,330.9378,233.119,0.0,0.0,233.119,129.7307,中,133.6957,0.0,38.25,7.164,232.646,主时域0_2399
1772,区域D,峰,598.98,467.2,0.425,22.8533333333,15.745018,540.19,128.7237,0.0,231.4663,257.86,330.0608,19.3371,0.0,180.0,-160.6629,8.2183,中,148.0715,0.0,182.0,31.628,226.232,主时域0_2399
1772,区域E,峰,529.33,412.88,0.2226,86.056,56.338933,540.19,160.0088,0.0,171.0816,232.74,290.925,0.0,0.0,209.0997,-209.0997,0.0,中,280.9307,0.0,130.9162,89.186,143.554,主时域0_2399
1772,区域F,峰,557.19,434.61,0.2631,122.5493333333,83.823326,540.19,182.4655,0.0,160.976,256.56,325.8312,0.0,0.0,196.7485,-196.7485,0.0,中,267.5976,0.0,143.3657,126.8493333333,129.710667,主时域0_2399
1773,区域A,峰,1002.38,0.0,0.6387,27.0426666667,45.931217,510.22,41.7847,0.0,468.4353,257.93,348.2055,261.4208,0.0,0.0,261.4208,166.9695,中,105.4348,0.0,45.0,37.9506666667,219.979333,主时域0_2399
1773,区域B,峰,960.61,0.0,0.5975,17.8186666667,36.954416,510.22,54.3895,0.0,455.8305,268.59,362.5965,267.707,0.0,0.0,267.707,159.9549,中,99.8913,0.0,40.5,28.029,240.561,主时域0_2399
1773,区域C,峰,932.77,0.0,0.5666,0.0,15.703704,510.22,65.3441,0.0,444.8759,263.06,363.0228,259.4287,0.0,0.0,259.4287,146.9923,中,92.1196,0.0,38.25,8.174,254.886,主时域0_2399
1773,区域D,峰,598.64,466.94,0.4326,6.96,7.882699,510.22,127.3547,0.0,202.8653,260.3,333.184,151.8228,0.0,180.0,-28.1772,65.6785,中,90.0,0.0,54.0065,13.9656666667,246.334333,主时域0_2399
1773,区域E,峰,529.03,412.64,0.2266,57.04,37.588933,510.22,171.9919,0.0,152.2027,250.17,312.7125,0.0,0.0,186.0255,-186.0255,0.0,中,129.6182,0.0,140.7206,59.33,190.84,主时域0_2399
1773,区域F,峰,556.88,434.37,0.2678,89.696,61.951346,510.22,180.9982,0.0,148.1498,247.63,314.4901,0.0,0.0,181.072,-181.072,0.0,中,124.0579,0.0,133.4919,93.321,154.309,主时域0_2399
1774,区域A,平,621.82,0.0,0.6483,20.16,37.222222,500.0,47.3202,54.3216,398.3582,292.1,394.335,347.0148,0.0,0.0,347.0148,224.9697,低,155.9538,54.3216,0.0,30.26,261.84,主时域0_2399
1774,区域B,平,595.91,0.0,0.6065,5.952,28.34188,500.0,58.563,49.5,391.937,289.2,390.42,331.857,0.0,0.0,331.857,201.2713,低,145.9263,49.5,0.0,18.572,270.628,主时域0_2399
1774,区域C,平,578.64,0.0,0.5751,0.0,16.709877,500.0,76.7953,46.75,376.4547,309.16,426.6408,349.8455,0.0,0.0,349.8455,201.1961,低,135.5971,46.75,0.0,8.7386666667,300.421333,主时域0_2399
1774,区域D,平,371.37,289.67,0.4392,61.0373333333,28.693388,500.0,131.1504,73.7699,132.7859,273.23,349.7344,218.584,0.0,162.2938,56.2902,96.0021,低,159.3437,73.7699,0.0,65.0873333333,208.142667,主时域0_2399
1774,区域E,平,328.18,255.98,0.23,44.3946666667,27.779974,500.0,210.4025,57.9195,104.2551,306.04,382.55,172.1475,0.0,127.4229,44.7246,39.5939,低,184.0625,57.9195,0.0,44.688,261.352,主时域0_2399
1774,区域F,平,345.46,269.46,0.2719,83.2,56.418219,500.0,222.8418,55.4316,99.7769,297.4,377.698,154.8562,0.0,121.9496,32.9066,42.1054,低,176.1637,55.4316,0.0,85.54,211.86,主时域0_2399
1775,区域A,平,621.48,0.0,0.6555,39.2,62.708995,510.22,49.6336,55.0,405.5864,306.38,413.613,363.9794,0.0,0.0,363.9794,238.5885,低,207.1038,55.0,0.0,52.9786666667,253.401333,主时域0_2399
1775,区域B,平,595.59,0.0,0.6132,0.0,11.538462,510.22,70.5611,49.5,390.1589,348.45,470.4075,399.8464,0.0,0.0,399.8464,245.1858,中,191.9613,49.5,0.0,6.5133333333,341.936667,主时域0_2399
1775,区域C,平,578.32,0.0,0.5815,17.28,37.611111,510.22,78.785,46.75,384.685,317.17,437.6946,358.9096,0.0,0.0,358.9096,208.7059,低,179.0746,46.75,0.0,26.496,290.674,主时域0_2399
1775,区域D,平,371.16,289.5,0.4441,99.5146666667,45.247962,510.22,154.9447,71.0551,127.8991,328.24,420.1472,265.2025,0.0,156.3211,108.8813,117.7764,低,226.1355,71.0551,0.0,103.8613333333,224.378667,主时域0_2399
1775,区域E,平,328.0,255.84,0.2326,26.7466666667,16.518445,510.22,237.5038,54.5433,98.1778,345.46,431.825,194.3212,0.0,119.9952,74.3261,45.1991,低,235.3331,54.5433,0.0,26.7466666667,318.713333,主时域0_2399
1775,区域F,平,345.27,269.31,0.2749,107.832,70.684955,510.22,231.6514,55.7137,100.2847,302.78,384.5306,152.8792,0.0,122.5702,30.309,42.0265,低,228.5346,55.7137,0.0,108.6226666667,194.157333,主时域0_2399
1776,区域A,谷,448.61,0.0,0.6598,40.16,67.5,540.19,52.0781,55.0,433.1119,321.47,433.9845,399.9064,18.0,0.0,399.9064,263.8582,低,274.9938,73.0,0.0,56.294,265.176,主时域0_2399
1776,区域B,谷,429.91,0.0,0.6173,19.36,33.42735,540.19,70.144,49.5,420.546,346.39,467.6265,413.6825,16.2,0.0,413.6825,255.3662,中,253.0623,65.7,0.0,26.384,320.006,主时域0_2399
1776,区域C,谷,417.45,0.0,0.5853,32.8,52.604938,540.19,86.6668,46.75,406.7732,348.9,481.482,410.1152,15.3,0.0,410.1152,240.0404,中,236.7811,62.05,0.0,40.1853333333,308.714667,主时域0_2399
1776,区域D,谷,267.92,208.98,0.447,88.776,43.050272,540.19,164.4785,75.1423,135.2562,353.0,451.84,349.7615,62.4,165.3131,184.4485,156.3434,低,355.4252,137.5423,0.0,96.561,256.439,主时域0_2399
1776,区域E,谷,236.76,184.67,0.2341,67.8613333333,45.171278,540.19,231.5844,61.7211,111.098,336.85,421.0625,247.0781,57.6,135.7865,111.2916,57.841,低,347.495,119.3211,0.0,71.1613333333,265.688667,主时域0_2399
1776,区域F,谷,249.23,194.4,0.2767,88.184,57.317115,540.19,274.9935,53.0393,95.4707,353.83,449.3641,234.3706,60.0,116.6864,117.6841,64.8503,低,334.7915,113.0393,0.0,88.3866666667,265.443333,主时域0_2399
1777,区域A,谷,448.37,0.0,0.6609,24.864,46.089947,587.87,62.7329,55.0,470.1371,387.24,522.774,478.0411,18.0,0.0,478.0411,315.9374,中,342.8838,73.0,0.0,37.2046666667,350.035333,主时域0_2399
1777,区域B,谷,429.69,0.0,0.6183,32.8,52.048433,587.87,76.5288,49.5,461.8412,377.92,510.192,449.8632,16.2,0.0,449.8632,278.1504,中,314.1633,65.7,0.0,42.1853333333,335.734667,主时域0_2399
1777,区域C,谷,417.23,0.0,0.5863,32.8,51.444444,587.87,96.5779,46.75,444.5421,388.8,536.544,455.2661,15.3,0.0,455.2661,266.9225,中,294.4876,62.05,0.0,39.644,349.156,主时域0_2399
1777,区域D,谷,267.78,208.87,0.4477,92.5786666667,43.866621,587.87,166.3175,84.3105,157.242,359.91,460.6848,356.7673,62.4,180.0,176.7673,159.7247,低,493.3331,146.7105,0.0,99.1893333333,260.720667,主时域0_2399
1777,区域E,谷,236.64,184.58,0.2345,95.072,61.976285,587.87,244.6744,68.6391,123.5504,355.89,444.8625,257.7881,57.6,151.0061,106.782,60.4513,低,466.1598,126.2391,0.0,98.372,257.518,主时域0_2399
1777,区域F,谷,249.09,194.29,0.2772,57.5573333333,37.239476,587.87,304.2056,56.7329,102.1192,387.62,492.2774,248.0718,60.0,124.8124,123.2595,68.7655,低,444.5204,116.7329,0.0,57.5573333333,330.062667,主时域0_2399
1778,区域A,谷,448.14,0.0,0.6586,19.1413333333,29.420635,650.0,65.3184,0.0,584.6816,403.2,544.32,486.6534,7.6518,0.0,486.6534,320.5099,中,350.0,7.6518,0.0,24.7626666667,378.437333,主时域0_2399
1778,区域B,谷,429.46,0.0,0.6161,27.8586666667,45.159544,650.0,79.704,0.0,570.296,393.6,531.36,457.932,6.276,0.0,457.932,282.1319,中,320.0,6.276,0.0,36.18,357.42,主时域0_2399
1778,区域C,谷,417.02,0.0,0.5843,20.6426666667,40.805556,650.0,96.5779,0.0,553.4221,388.8,536.544,445.8934,5.9273,0.0,445.8934,260.5355,中,300.0,5.9273,0.0,29.2413333333,359.558667,主时域0_2399
1778,区域D,谷,267.64,208.76,0.4462,106.776,51.162817,650.0,195.6142,90.8772,183.5086,424.51,543.3728,410.1586,62.4,180.0,230.1586,183.0128,低,637.4137,153.2772,0.0,115.2726666667,309.237333,主时域0_2399
1778,区域E,谷,236.52,184.49,0.2337,117.3226666667,75.99473,650.0,301.3587,69.7283,125.5109,438.34,547.925,304.1662,57.6,153.4022,150.7641,71.0837,低,585.8483,127.3282,0.0,120.7626666667,317.577333,主时域0_2399
1778,区域F,谷,248.97,194.2,0.2762,48.024,31.071429,650.0,339.5584,62.0883,111.759,431.24,547.6748,268.1164,60.0,136.5943,131.5221,74.0538,低,559.2834,122.0883,0.0,48.024,383.216,主时域0_2399
1779,区域A,谷,447.91,0.0,0.6531,61.44,67.515873,722.35,65.3184,0.0,657.0316,403.2,544.32,479.0016,0.0,0.0,479.0016,312.8359,中,350.0,0.0,0.0,65.028,338.172,主时域0_2399
1779,区域B,谷,429.25,0.0,0.6109,16.32,33.333333,722.35,79.704,0.0,642.646,393.6,531.36,451.656,0.0,0.0,451.656,275.9167,中,320.0,0.0,0.0,24.88,368.72,主时域0_2399
1779,区域C,谷,416.81,0.0,0.5793,17.28,39.891975,722.35,96.5779,0.0,625.7721,388.8,536.544,439.9661,0.0,0.0,439.9661,254.8724,中,300.0,0.0,0.0,27.196,361.604,主时域0_2399
1779,区域D,谷,267.5,208.65,0.4424,150.6373333333,69.071558,722.35,187.7131,106.9274,247.7095,406.21,519.9488,394.6357,62.4,180.0,214.6357,174.5868,低,796.5814,169.3274,0.0,157.9823333333,248.227667,主时域0_2399
1779,区域E,谷,236.4,184.39,0.2317,98.776,64.263834,722.35,277.585,88.953,160.1154,403.76,504.7,284.715,57.6,195.6966,89.0184,65.9685,低,723.6082,146.553,0.0,101.936,301.824,主时域0_2399
1779,区域F,谷,248.84,194.1,0.2739,53.2373333333,36.721877,722.35,333.6278,77.7444,139.94,425.11,539.8897,266.2619,60.0,171.0378,95.2241,72.9291,低,688.7632,137.7444,0.0,55.4373333333,369.672667,主时域0_2399
1780,区域A,谷,447.69,0.0,0.6446,55.728,64.896825,800.0,65.3184,0.0,734.6816,403.2,544.32,479.0016,0.0,0.0,479.0016,308.7644,中,350.0,0.0,0.0,61.312,341.888,主时域0_2399
1780,区域B,谷,429.03,0.0,0.603,18.608,33.977208,800.0,79.704,0.0,720.296,393.6,531.36,451.656,0.0,0.0,451.656,272.3486,中,320.0,0.0,0.0,26.3253333333,367.274667,主时域0_2399
1780,区域C,谷,416.6,0.0,0.5718,1.152,30.382716,800.0,96.5779,0.0,703.4221,388.8,536.544,439.9661,0.0,0.0,439.9661,251.5726,中,300.0,0.0,0.0,16.0506666667,372.749333,主时域0_2399
1780,区域D,谷,267.37,208.55,0.4367,139.984,64.361413,800.0,213.5564,47.6198,358.8238,458.33,586.6624,435.506,62.4,180.0,255.506,190.1855,低,900.0,110.0198,0.0,147.054,311.276,主时域0_2399
